center,left,right,steering,throttle,brake,speed
normal\IMG\center_2018_04_20_17_14_24_297.jpg,normal\IMG\left_2018_04_20_17_14_24_297.jpg,normal\IMG\right_2018_04_20_17_14_24_297.jpg,0.0,1.0,0,30.19011
normal\IMG\center_2018_04_20_17_14_24_391.jpg,normal\IMG\left_2018_04_20_17_14_24_391.jpg,normal\IMG\right_2018_04_20_17_14_24_391.jpg,0.0,1.0,0,30.190040000000003
normal\IMG\center_2018_04_20_17_14_24_479.jpg,normal\IMG\left_2018_04_20_17_14_24_479.jpg,normal\IMG\right_2018_04_20_17_14_24_479.jpg,0.0,1.0,0,30.19008
normal\IMG\center_2018_04_20_17_14_24_558.jpg,normal\IMG\left_2018_04_20_17_14_24_558.jpg,normal\IMG\right_2018_04_20_17_14_24_558.jpg,0.0,1.0,0,30.19032
normal\IMG\center_2018_04_20_17_14_24_656.jpg,normal\IMG\left_2018_04_20_17_14_24_656.jpg,normal\IMG\right_2018_04_20_17_14_24_656.jpg,0.0,1.0,0,30.19036
normal\IMG\center_2018_04_20_17_14_24_729.jpg,normal\IMG\left_2018_04_20_17_14_24_729.jpg,normal\IMG\right_2018_04_20_17_14_24_729.jpg,0.0,1.0,0,30.19036
normal\IMG\center_2018_04_20_17_14_24_826.jpg,normal\IMG\left_2018_04_20_17_14_24_826.jpg,normal\IMG\right_2018_04_20_17_14_24_826.jpg,0.0,1.0,0,30.19038
normal\IMG\center_2018_04_20_17_14_24_908.jpg,normal\IMG\left_2018_04_20_17_14_24_908.jpg,normal\IMG\right_2018_04_20_17_14_24_908.jpg,0.0,1.0,0,30.19039
normal\IMG\center_2018_04_20_17_14_24_992.jpg,normal\IMG\left_2018_04_20_17_14_24_992.jpg,normal\IMG\right_2018_04_20_17_14_24_992.jpg,0.0,1.0,0,30.19037
normal\IMG\center_2018_04_20_17_14_25_075.jpg,normal\IMG\left_2018_04_20_17_14_25_075.jpg,normal\IMG\right_2018_04_20_17_14_25_075.jpg,0.0,1.0,0,30.19041
normal\IMG\center_2018_04_20_17_14_25_158.jpg,normal\IMG\left_2018_04_20_17_14_25_158.jpg,normal\IMG\right_2018_04_20_17_14_25_158.jpg,0.0,1.0,0,30.19038
normal\IMG\center_2018_04_20_17_14_25_230.jpg,normal\IMG\left_2018_04_20_17_14_25_230.jpg,normal\IMG\right_2018_04_20_17_14_25_230.jpg,0.0,1.0,0,30.1904
normal\IMG\center_2018_04_20_17_14_25_327.jpg,normal\IMG\left_2018_04_20_17_14_25_327.jpg,normal\IMG\right_2018_04_20_17_14_25_327.jpg,0.0,1.0,0,30.19036
normal\IMG\center_2018_04_20_17_14_25_414.jpg,normal\IMG\left_2018_04_20_17_14_25_414.jpg,normal\IMG\right_2018_04_20_17_14_25_414.jpg,0.0,1.0,0,30.18951
normal\IMG\center_2018_04_20_17_14_25_491.jpg,normal\IMG\left_2018_04_20_17_14_25_491.jpg,normal\IMG\right_2018_04_20_17_14_25_491.jpg,-0.15,1.0,0,30.18429
normal\IMG\center_2018_04_20_17_14_25_583.jpg,normal\IMG\left_2018_04_20_17_14_25_583.jpg,normal\IMG\right_2018_04_20_17_14_25_583.jpg,0.0,1.0,0,30.19018
normal\IMG\center_2018_04_20_17_14_25_668.jpg,normal\IMG\left_2018_04_20_17_14_25_668.jpg,normal\IMG\right_2018_04_20_17_14_25_668.jpg,0.0,1.0,0,30.18982
normal\IMG\center_2018_04_20_17_14_25_746.jpg,normal\IMG\left_2018_04_20_17_14_25_746.jpg,normal\IMG\right_2018_04_20_17_14_25_746.jpg,0.0,1.0,0,30.1901
normal\IMG\center_2018_04_20_17_14_25_841.jpg,normal\IMG\left_2018_04_20_17_14_25_841.jpg,normal\IMG\right_2018_04_20_17_14_25_841.jpg,0.0,1.0,0,30.19013
normal\IMG\center_2018_04_20_17_14_25_914.jpg,normal\IMG\left_2018_04_20_17_14_25_914.jpg,normal\IMG\right_2018_04_20_17_14_25_914.jpg,0.0,1.0,0,30.19018
normal\IMG\center_2018_04_20_17_14_26_013.jpg,normal\IMG\left_2018_04_20_17_14_26_013.jpg,normal\IMG\right_2018_04_20_17_14_26_013.jpg,0.0,1.0,0,30.19013
normal\IMG\center_2018_04_20_17_14_26_097.jpg,normal\IMG\left_2018_04_20_17_14_26_097.jpg,normal\IMG\right_2018_04_20_17_14_26_097.jpg,0.0,1.0,0,30.18981
normal\IMG\center_2018_04_20_17_14_26_175.jpg,normal\IMG\left_2018_04_20_17_14_26_175.jpg,normal\IMG\right_2018_04_20_17_14_26_175.jpg,-0.2,1.0,0,30.18015
normal\IMG\center_2018_04_20_17_14_26_273.jpg,normal\IMG\left_2018_04_20_17_14_26_273.jpg,normal\IMG\right_2018_04_20_17_14_26_273.jpg,-0.4,1.0,0,30.15921
normal\IMG\center_2018_04_20_17_14_26_354.jpg,normal\IMG\left_2018_04_20_17_14_26_354.jpg,normal\IMG\right_2018_04_20_17_14_26_354.jpg,-0.2888055,1.0,0,30.18661
normal\IMG\center_2018_04_20_17_14_26_445.jpg,normal\IMG\left_2018_04_20_17_14_26_445.jpg,normal\IMG\right_2018_04_20_17_14_26_445.jpg,-0.01416643,1.0,0,30.18861
normal\IMG\center_2018_04_20_17_14_26_527.jpg,normal\IMG\left_2018_04_20_17_14_26_527.jpg,normal\IMG\right_2018_04_20_17_14_26_527.jpg,0.0,1.0,0,30.19086
normal\IMG\center_2018_04_20_17_14_26_602.jpg,normal\IMG\left_2018_04_20_17_14_26_602.jpg,normal\IMG\right_2018_04_20_17_14_26_602.jpg,0.0,1.0,0,30.19018
normal\IMG\center_2018_04_20_17_14_26_689.jpg,normal\IMG\left_2018_04_20_17_14_26_689.jpg,normal\IMG\right_2018_04_20_17_14_26_689.jpg,0.0,1.0,0,30.19046
normal\IMG\center_2018_04_20_17_14_26_759.jpg,normal\IMG\left_2018_04_20_17_14_26_759.jpg,normal\IMG\right_2018_04_20_17_14_26_759.jpg,0.0,1.0,0,30.18978
normal\IMG\center_2018_04_20_17_14_26_851.jpg,normal\IMG\left_2018_04_20_17_14_26_851.jpg,normal\IMG\right_2018_04_20_17_14_26_851.jpg,0.0,1.0,0,30.19025
normal\IMG\center_2018_04_20_17_14_26_936.jpg,normal\IMG\left_2018_04_20_17_14_26_936.jpg,normal\IMG\right_2018_04_20_17_14_26_936.jpg,0.0,1.0,0,30.19037
normal\IMG\center_2018_04_20_17_14_27_015.jpg,normal\IMG\left_2018_04_20_17_14_27_015.jpg,normal\IMG\right_2018_04_20_17_14_27_015.jpg,0.0,1.0,0,30.1904
normal\IMG\center_2018_04_20_17_14_27_095.jpg,normal\IMG\left_2018_04_20_17_14_27_095.jpg,normal\IMG\right_2018_04_20_17_14_27_095.jpg,0.0,1.0,0,30.1904
normal\IMG\center_2018_04_20_17_14_27_174.jpg,normal\IMG\left_2018_04_20_17_14_27_174.jpg,normal\IMG\right_2018_04_20_17_14_27_174.jpg,0.0,1.0,0,30.19041
normal\IMG\center_2018_04_20_17_14_27_239.jpg,normal\IMG\left_2018_04_20_17_14_27_239.jpg,normal\IMG\right_2018_04_20_17_14_27_239.jpg,0.0,1.0,0,30.19037
normal\IMG\center_2018_04_20_17_14_27_331.jpg,normal\IMG\left_2018_04_20_17_14_27_331.jpg,normal\IMG\right_2018_04_20_17_14_27_331.jpg,0.0,1.0,0,30.19041
normal\IMG\center_2018_04_20_17_14_27_399.jpg,normal\IMG\left_2018_04_20_17_14_27_399.jpg,normal\IMG\right_2018_04_20_17_14_27_399.jpg,0.0,1.0,0,30.19037
normal\IMG\center_2018_04_20_17_14_27_483.jpg,normal\IMG\left_2018_04_20_17_14_27_483.jpg,normal\IMG\right_2018_04_20_17_14_27_483.jpg,0.0,1.0,0,30.19041
normal\IMG\center_2018_04_20_17_14_27_560.jpg,normal\IMG\left_2018_04_20_17_14_27_560.jpg,normal\IMG\right_2018_04_20_17_14_27_560.jpg,0.0,1.0,0,30.19058
normal\IMG\center_2018_04_20_17_14_27_638.jpg,normal\IMG\left_2018_04_20_17_14_27_638.jpg,normal\IMG\right_2018_04_20_17_14_27_638.jpg,-0.2,1.0,0,30.17979
normal\IMG\center_2018_04_20_17_14_27_718.jpg,normal\IMG\left_2018_04_20_17_14_27_718.jpg,normal\IMG\right_2018_04_20_17_14_27_718.jpg,-0.4,1.0,0,30.15806
normal\IMG\center_2018_04_20_17_14_27_790.jpg,normal\IMG\left_2018_04_20_17_14_27_790.jpg,normal\IMG\right_2018_04_20_17_14_27_790.jpg,-0.2500897,1.0,0,30.18597
normal\IMG\center_2018_04_20_17_14_27_867.jpg,normal\IMG\left_2018_04_20_17_14_27_867.jpg,normal\IMG\right_2018_04_20_17_14_27_867.jpg,-0.02301628,1.0,0,30.18908
normal\IMG\center_2018_04_20_17_14_27_943.jpg,normal\IMG\left_2018_04_20_17_14_27_943.jpg,normal\IMG\right_2018_04_20_17_14_27_943.jpg,0.0,1.0,0,30.18992
normal\IMG\center_2018_04_20_17_14_28_022.jpg,normal\IMG\left_2018_04_20_17_14_28_022.jpg,normal\IMG\right_2018_04_20_17_14_28_022.jpg,0.0,1.0,0,30.19036
normal\IMG\center_2018_04_20_17_14_28_097.jpg,normal\IMG\left_2018_04_20_17_14_28_097.jpg,normal\IMG\right_2018_04_20_17_14_28_097.jpg,0.0,1.0,0,30.19045
normal\IMG\center_2018_04_20_17_14_28_165.jpg,normal\IMG\left_2018_04_20_17_14_28_165.jpg,normal\IMG\right_2018_04_20_17_14_28_165.jpg,0.0,1.0,0,30.19053
normal\IMG\center_2018_04_20_17_14_28_243.jpg,normal\IMG\left_2018_04_20_17_14_28_243.jpg,normal\IMG\right_2018_04_20_17_14_28_243.jpg,0.0,1.0,0,30.19045
normal\IMG\center_2018_04_20_17_14_28_320.jpg,normal\IMG\left_2018_04_20_17_14_28_320.jpg,normal\IMG\right_2018_04_20_17_14_28_320.jpg,0.0,1.0,0,30.1905
normal\IMG\center_2018_04_20_17_14_28_388.jpg,normal\IMG\left_2018_04_20_17_14_28_388.jpg,normal\IMG\right_2018_04_20_17_14_28_388.jpg,0.0,1.0,0,30.19045
normal\IMG\center_2018_04_20_17_14_28_461.jpg,normal\IMG\left_2018_04_20_17_14_28_461.jpg,normal\IMG\right_2018_04_20_17_14_28_461.jpg,0.0,1.0,0,30.19053
normal\IMG\center_2018_04_20_17_14_28_535.jpg,normal\IMG\left_2018_04_20_17_14_28_535.jpg,normal\IMG\right_2018_04_20_17_14_28_535.jpg,0.0,1.0,0,30.1905
normal\IMG\center_2018_04_20_17_14_28_607.jpg,normal\IMG\left_2018_04_20_17_14_28_607.jpg,normal\IMG\right_2018_04_20_17_14_28_607.jpg,0.0,1.0,0,30.18963
normal\IMG\center_2018_04_20_17_14_28_680.jpg,normal\IMG\left_2018_04_20_17_14_28_680.jpg,normal\IMG\right_2018_04_20_17_14_28_680.jpg,0.0,1.0,0,30.19013
normal\IMG\center_2018_04_20_17_14_28_752.jpg,normal\IMG\left_2018_04_20_17_14_28_752.jpg,normal\IMG\right_2018_04_20_17_14_28_752.jpg,-0.15,1.0,0,30.18446
normal\IMG\center_2018_04_20_17_14_28_829.jpg,normal\IMG\left_2018_04_20_17_14_28_829.jpg,normal\IMG\right_2018_04_20_17_14_28_829.jpg,0.0,1.0,0,30.18964
normal\IMG\center_2018_04_20_17_14_28_971.jpg,normal\IMG\left_2018_04_20_17_14_28_971.jpg,normal\IMG\right_2018_04_20_17_14_28_971.jpg,0.0,1.0,0,30.19017
normal\IMG\center_2018_04_20_17_14_29_043.jpg,normal\IMG\left_2018_04_20_17_14_29_043.jpg,normal\IMG\right_2018_04_20_17_14_29_043.jpg,0.0,1.0,0,30.1902
normal\IMG\center_2018_04_20_17_14_29_119.jpg,normal\IMG\left_2018_04_20_17_14_29_119.jpg,normal\IMG\right_2018_04_20_17_14_29_119.jpg,0.0,1.0,0,30.19015
normal\IMG\center_2018_04_20_17_14_29_187.jpg,normal\IMG\left_2018_04_20_17_14_29_187.jpg,normal\IMG\right_2018_04_20_17_14_29_187.jpg,0.0,1.0,0,30.19015
normal\IMG\center_2018_04_20_17_14_29_259.jpg,normal\IMG\left_2018_04_20_17_14_29_259.jpg,normal\IMG\right_2018_04_20_17_14_29_259.jpg,0.0,1.0,0,30.19015
normal\IMG\center_2018_04_20_17_14_29_332.jpg,normal\IMG\left_2018_04_20_17_14_29_332.jpg,normal\IMG\right_2018_04_20_17_14_29_332.jpg,0.0,1.0,0,30.1902
normal\IMG\center_2018_04_20_17_14_29_469.jpg,normal\IMG\left_2018_04_20_17_14_29_469.jpg,normal\IMG\right_2018_04_20_17_14_29_469.jpg,-0.2,1.0,0,30.18005
normal\IMG\center_2018_04_20_17_14_29_540.jpg,normal\IMG\left_2018_04_20_17_14_29_540.jpg,normal\IMG\right_2018_04_20_17_14_29_540.jpg,-0.4,1.0,0,30.15685
normal\IMG\center_2018_04_20_17_14_29_679.jpg,normal\IMG\left_2018_04_20_17_14_29_679.jpg,normal\IMG\right_2018_04_20_17_14_29_679.jpg,-0.7500001999999999,1.0,0,30.11572
normal\IMG\center_2018_04_20_17_14_29_747.jpg,normal\IMG\left_2018_04_20_17_14_29_747.jpg,normal\IMG\right_2018_04_20_17_14_29_747.jpg,-0.6583784,1.0,0,30.15431
normal\IMG\center_2018_04_20_17_14_29_821.jpg,normal\IMG\left_2018_04_20_17_14_29_821.jpg,normal\IMG\right_2018_04_20_17_14_29_821.jpg,-0.4406412,1.0,0,30.19301
normal\IMG\center_2018_04_20_17_14_29_888.jpg,normal\IMG\left_2018_04_20_17_14_29_888.jpg,normal\IMG\right_2018_04_20_17_14_29_888.jpg,-0.2385431,1.0,0,30.19847
normal\IMG\center_2018_04_20_17_14_30_020.jpg,normal\IMG\left_2018_04_20_17_14_30_020.jpg,normal\IMG\right_2018_04_20_17_14_30_020.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_17_14_30_146.jpg,normal\IMG\left_2018_04_20_17_14_30_146.jpg,normal\IMG\right_2018_04_20_17_14_30_146.jpg,0.0,1.0,0,30.19018
normal\IMG\center_2018_04_20_17_14_30_271.jpg,normal\IMG\left_2018_04_20_17_14_30_271.jpg,normal\IMG\right_2018_04_20_17_14_30_271.jpg,0.0,1.0,0,30.18986
normal\IMG\center_2018_04_20_17_14_30_393.jpg,normal\IMG\left_2018_04_20_17_14_30_393.jpg,normal\IMG\right_2018_04_20_17_14_30_393.jpg,0.0,1.0,0,30.19039
normal\IMG\center_2018_04_20_17_14_30_510.jpg,normal\IMG\left_2018_04_20_17_14_30_510.jpg,normal\IMG\right_2018_04_20_17_14_30_510.jpg,0.0,1.0,0,30.19035
normal\IMG\center_2018_04_20_17_14_30_629.jpg,normal\IMG\left_2018_04_20_17_14_30_629.jpg,normal\IMG\right_2018_04_20_17_14_30_629.jpg,0.0,1.0,0,30.19041
normal\IMG\center_2018_04_20_17_14_30_746.jpg,normal\IMG\left_2018_04_20_17_14_30_746.jpg,normal\IMG\right_2018_04_20_17_14_30_746.jpg,0.0,1.0,0,30.19027
normal\IMG\center_2018_04_20_17_14_30_857.jpg,normal\IMG\left_2018_04_20_17_14_30_857.jpg,normal\IMG\right_2018_04_20_17_14_30_857.jpg,0.0,1.0,0,30.18975
normal\IMG\center_2018_04_20_17_14_30_976.jpg,normal\IMG\left_2018_04_20_17_14_30_976.jpg,normal\IMG\right_2018_04_20_17_14_30_976.jpg,0.0,1.0,0,30.1892
normal\IMG\center_2018_04_20_17_14_31_089.jpg,normal\IMG\left_2018_04_20_17_14_31_089.jpg,normal\IMG\right_2018_04_20_17_14_31_089.jpg,0.0,1.0,0,30.18956
normal\IMG\center_2018_04_20_17_14_31_204.jpg,normal\IMG\left_2018_04_20_17_14_31_204.jpg,normal\IMG\right_2018_04_20_17_14_31_204.jpg,0.0,1.0,0,30.19021
normal\IMG\center_2018_04_20_17_14_31_320.jpg,normal\IMG\left_2018_04_20_17_14_31_320.jpg,normal\IMG\right_2018_04_20_17_14_31_320.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_17_14_31_426.jpg,normal\IMG\left_2018_04_20_17_14_31_426.jpg,normal\IMG\right_2018_04_20_17_14_31_426.jpg,0.0,1.0,0,30.19061
normal\IMG\center_2018_04_20_17_14_31_551.jpg,normal\IMG\left_2018_04_20_17_14_31_551.jpg,normal\IMG\right_2018_04_20_17_14_31_551.jpg,0.0,1.0,0,30.190140000000003
normal\IMG\center_2018_04_20_17_14_31_668.jpg,normal\IMG\left_2018_04_20_17_14_31_668.jpg,normal\IMG\right_2018_04_20_17_14_31_668.jpg,0.0,1.0,0,30.190140000000003
normal\IMG\center_2018_04_20_17_14_31_780.jpg,normal\IMG\left_2018_04_20_17_14_31_780.jpg,normal\IMG\right_2018_04_20_17_14_31_780.jpg,0.0,1.0,0,30.19018
normal\IMG\center_2018_04_20_17_14_31_893.jpg,normal\IMG\left_2018_04_20_17_14_31_893.jpg,normal\IMG\right_2018_04_20_17_14_31_893.jpg,0.0,1.0,0,30.1911
normal\IMG\center_2018_04_20_17_14_32_006.jpg,normal\IMG\left_2018_04_20_17_14_32_006.jpg,normal\IMG\right_2018_04_20_17_14_32_006.jpg,0.0,1.0,0,30.19047
normal\IMG\center_2018_04_20_17_14_32_121.jpg,normal\IMG\left_2018_04_20_17_14_32_121.jpg,normal\IMG\right_2018_04_20_17_14_32_121.jpg,0.0,1.0,0,30.1913
normal\IMG\center_2018_04_20_17_14_32_237.jpg,normal\IMG\left_2018_04_20_17_14_32_237.jpg,normal\IMG\right_2018_04_20_17_14_32_237.jpg,0.0,1.0,0,30.1907
normal\IMG\center_2018_04_20_17_14_32_354.jpg,normal\IMG\left_2018_04_20_17_14_32_354.jpg,normal\IMG\right_2018_04_20_17_14_32_354.jpg,0.0,1.0,0,30.1907
normal\IMG\center_2018_04_20_17_14_32_468.jpg,normal\IMG\left_2018_04_20_17_14_32_468.jpg,normal\IMG\right_2018_04_20_17_14_32_468.jpg,-0.25,1.0,0,30.17471
normal\IMG\center_2018_04_20_17_14_32_582.jpg,normal\IMG\left_2018_04_20_17_14_32_582.jpg,normal\IMG\right_2018_04_20_17_14_32_582.jpg,-0.5500001,1.0,0,30.14017
normal\IMG\center_2018_04_20_17_14_32_698.jpg,normal\IMG\left_2018_04_20_17_14_32_698.jpg,normal\IMG\right_2018_04_20_17_14_32_698.jpg,-0.336361,1.0,0,30.1894
normal\IMG\center_2018_04_20_17_14_32_804.jpg,normal\IMG\left_2018_04_20_17_14_32_804.jpg,normal\IMG\right_2018_04_20_17_14_32_804.jpg,-0.01529802,1.0,0,30.18549
normal\IMG\center_2018_04_20_17_14_32_916.jpg,normal\IMG\left_2018_04_20_17_14_32_916.jpg,normal\IMG\right_2018_04_20_17_14_32_916.jpg,0.0,1.0,0,30.18997
normal\IMG\center_2018_04_20_17_14_33_035.jpg,normal\IMG\left_2018_04_20_17_14_33_035.jpg,normal\IMG\right_2018_04_20_17_14_33_035.jpg,0.0,1.0,0,30.19027
normal\IMG\center_2018_04_20_17_14_33_146.jpg,normal\IMG\left_2018_04_20_17_14_33_146.jpg,normal\IMG\right_2018_04_20_17_14_33_146.jpg,0.0,1.0,0,30.19022
normal\IMG\center_2018_04_20_17_14_33_248.jpg,normal\IMG\left_2018_04_20_17_14_33_248.jpg,normal\IMG\right_2018_04_20_17_14_33_248.jpg,0.0,1.0,0,30.19141
normal\IMG\center_2018_04_20_17_14_33_359.jpg,normal\IMG\left_2018_04_20_17_14_33_359.jpg,normal\IMG\right_2018_04_20_17_14_33_359.jpg,0.0,1.0,0,30.190590000000004
normal\IMG\center_2018_04_20_17_14_33_476.jpg,normal\IMG\left_2018_04_20_17_14_33_476.jpg,normal\IMG\right_2018_04_20_17_14_33_476.jpg,0.0,1.0,0,30.19045
normal\IMG\center_2018_04_20_17_14_33_572.jpg,normal\IMG\left_2018_04_20_17_14_33_572.jpg,normal\IMG\right_2018_04_20_17_14_33_572.jpg,-0.25,1.0,0,30.17452
normal\IMG\center_2018_04_20_17_14_33_687.jpg,normal\IMG\left_2018_04_20_17_14_33_687.jpg,normal\IMG\right_2018_04_20_17_14_33_687.jpg,-0.5000001000000001,1.0,0,30.14621
normal\IMG\center_2018_04_20_17_14_33_793.jpg,normal\IMG\left_2018_04_20_17_14_33_793.jpg,normal\IMG\right_2018_04_20_17_14_33_793.jpg,-0.3153513,1.0,0,30.1886
normal\IMG\center_2018_04_20_17_14_33_862.jpg,normal\IMG\left_2018_04_20_17_14_33_862.jpg,normal\IMG\right_2018_04_20_17_14_33_862.jpg,-0.1139204,1.0,0,30.19255
normal\IMG\center_2018_04_20_17_14_33_966.jpg,normal\IMG\left_2018_04_20_17_14_33_966.jpg,normal\IMG\right_2018_04_20_17_14_33_966.jpg,0.0,1.0,0,30.18928
normal\IMG\center_2018_04_20_17_14_34_080.jpg,normal\IMG\left_2018_04_20_17_14_34_080.jpg,normal\IMG\right_2018_04_20_17_14_34_080.jpg,0.0,1.0,0,30.19063
normal\IMG\center_2018_04_20_17_14_34_172.jpg,normal\IMG\left_2018_04_20_17_14_34_172.jpg,normal\IMG\right_2018_04_20_17_14_34_172.jpg,0.0,1.0,0,30.19035
normal\IMG\center_2018_04_20_17_14_34_289.jpg,normal\IMG\left_2018_04_20_17_14_34_289.jpg,normal\IMG\right_2018_04_20_17_14_34_289.jpg,0.0,1.0,0,30.19028
normal\IMG\center_2018_04_20_17_14_34_400.jpg,normal\IMG\left_2018_04_20_17_14_34_400.jpg,normal\IMG\right_2018_04_20_17_14_34_400.jpg,-0.15,1.0,0,30.18431
normal\IMG\center_2018_04_20_17_14_34_508.jpg,normal\IMG\left_2018_04_20_17_14_34_508.jpg,normal\IMG\right_2018_04_20_17_14_34_508.jpg,-0.4,1.0,0,30.15754
normal\IMG\center_2018_04_20_17_14_34_618.jpg,normal\IMG\left_2018_04_20_17_14_34_618.jpg,normal\IMG\right_2018_04_20_17_14_34_618.jpg,-0.4896835,1.0,0,30.16561
normal\IMG\center_2018_04_20_17_14_34_717.jpg,normal\IMG\left_2018_04_20_17_14_34_717.jpg,normal\IMG\right_2018_04_20_17_14_34_717.jpg,-0.1893737,1.0,0,30.19408
normal\IMG\center_2018_04_20_17_14_34_785.jpg,normal\IMG\left_2018_04_20_17_14_34_785.jpg,normal\IMG\right_2018_04_20_17_14_34_785.jpg,0.0,1.0,0,30.18724000000001
normal\IMG\center_2018_04_20_17_14_34_898.jpg,normal\IMG\left_2018_04_20_17_14_34_898.jpg,normal\IMG\right_2018_04_20_17_14_34_898.jpg,0.0,1.0,0,30.19092
normal\IMG\center_2018_04_20_17_14_35_015.jpg,normal\IMG\left_2018_04_20_17_14_35_015.jpg,normal\IMG\right_2018_04_20_17_14_35_015.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_17_14_35_129.jpg,normal\IMG\left_2018_04_20_17_14_35_129.jpg,normal\IMG\right_2018_04_20_17_14_35_129.jpg,0.0,1.0,0,30.19016
normal\IMG\center_2018_04_20_17_14_35_253.jpg,normal\IMG\left_2018_04_20_17_14_35_253.jpg,normal\IMG\right_2018_04_20_17_14_35_253.jpg,0.0,1.0,0,30.19025
normal\IMG\center_2018_04_20_17_14_35_355.jpg,normal\IMG\left_2018_04_20_17_14_35_355.jpg,normal\IMG\right_2018_04_20_17_14_35_355.jpg,0.0,1.0,0,30.19024000000001
normal\IMG\center_2018_04_20_17_14_35_467.jpg,normal\IMG\left_2018_04_20_17_14_35_467.jpg,normal\IMG\right_2018_04_20_17_14_35_467.jpg,0.0,1.0,0,30.19101
normal\IMG\center_2018_04_20_17_14_35_584.jpg,normal\IMG\left_2018_04_20_17_14_35_584.jpg,normal\IMG\right_2018_04_20_17_14_35_584.jpg,0.0,1.0,0,30.19039
normal\IMG\center_2018_04_20_17_14_35_710.jpg,normal\IMG\left_2018_04_20_17_14_35_710.jpg,normal\IMG\right_2018_04_20_17_14_35_710.jpg,0.0,1.0,0,30.19034000000001
normal\IMG\center_2018_04_20_17_14_35_826.jpg,normal\IMG\left_2018_04_20_17_14_35_826.jpg,normal\IMG\right_2018_04_20_17_14_35_826.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_17_14_35_942.jpg,normal\IMG\left_2018_04_20_17_14_35_942.jpg,normal\IMG\right_2018_04_20_17_14_35_942.jpg,0.0,1.0,0,30.19074
normal\IMG\center_2018_04_20_17_14_36_013.jpg,normal\IMG\left_2018_04_20_17_14_36_013.jpg,normal\IMG\right_2018_04_20_17_14_36_013.jpg,0.0,1.0,0,30.19062000000001
normal\IMG\center_2018_04_20_17_14_36_114.jpg,normal\IMG\left_2018_04_20_17_14_36_114.jpg,normal\IMG\right_2018_04_20_17_14_36_114.jpg,-0.15,1.0,0,30.18458
normal\IMG\center_2018_04_20_17_14_36_230.jpg,normal\IMG\left_2018_04_20_17_14_36_230.jpg,normal\IMG\right_2018_04_20_17_14_36_230.jpg,-0.100389,1.0,0,30.189390000000003
normal\IMG\center_2018_04_20_17_14_36_339.jpg,normal\IMG\left_2018_04_20_17_14_36_339.jpg,normal\IMG\right_2018_04_20_17_14_36_339.jpg,0.0,1.0,0,30.18981
normal\IMG\center_2018_04_20_17_14_36_460.jpg,normal\IMG\left_2018_04_20_17_14_36_460.jpg,normal\IMG\right_2018_04_20_17_14_36_460.jpg,0.0,1.0,0,30.19026
normal\IMG\center_2018_04_20_17_14_36_576.jpg,normal\IMG\left_2018_04_20_17_14_36_576.jpg,normal\IMG\right_2018_04_20_17_14_36_576.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_17_14_36_689.jpg,normal\IMG\left_2018_04_20_17_14_36_689.jpg,normal\IMG\right_2018_04_20_17_14_36_689.jpg,0.0,1.0,0,30.19035
normal\IMG\center_2018_04_20_17_14_36_811.jpg,normal\IMG\left_2018_04_20_17_14_36_811.jpg,normal\IMG\right_2018_04_20_17_14_36_811.jpg,-0.15,1.0,0,30.18428
normal\IMG\center_2018_04_20_17_14_36_916.jpg,normal\IMG\left_2018_04_20_17_14_36_916.jpg,normal\IMG\right_2018_04_20_17_14_36_916.jpg,-0.45,1.0,0,30.15151
normal\IMG\center_2018_04_20_17_14_37_039.jpg,normal\IMG\left_2018_04_20_17_14_37_039.jpg,normal\IMG\right_2018_04_20_17_14_37_039.jpg,-0.13984760000000002,1.0,0,30.19186
normal\IMG\center_2018_04_20_17_14_37_146.jpg,normal\IMG\left_2018_04_20_17_14_37_146.jpg,normal\IMG\right_2018_04_20_17_14_37_146.jpg,0.0,1.0,0,30.18933
normal\IMG\center_2018_04_20_17_14_37_265.jpg,normal\IMG\left_2018_04_20_17_14_37_265.jpg,normal\IMG\right_2018_04_20_17_14_37_265.jpg,0.0,1.0,0,30.19026
normal\IMG\center_2018_04_20_17_14_37_335.jpg,normal\IMG\left_2018_04_20_17_14_37_335.jpg,normal\IMG\right_2018_04_20_17_14_37_335.jpg,0.0,1.0,0,30.19017
normal\IMG\center_2018_04_20_17_14_37_454.jpg,normal\IMG\left_2018_04_20_17_14_37_454.jpg,normal\IMG\right_2018_04_20_17_14_37_454.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_17_14_37_579.jpg,normal\IMG\left_2018_04_20_17_14_37_579.jpg,normal\IMG\right_2018_04_20_17_14_37_579.jpg,0.0,1.0,0,30.19037
normal\IMG\center_2018_04_20_17_14_37_704.jpg,normal\IMG\left_2018_04_20_17_14_37_704.jpg,normal\IMG\right_2018_04_20_17_14_37_704.jpg,-0.2,1.0,0,30.17982
normal\IMG\center_2018_04_20_17_14_37_814.jpg,normal\IMG\left_2018_04_20_17_14_37_814.jpg,normal\IMG\right_2018_04_20_17_14_37_814.jpg,-0.25933720000000005,1.0,0,30.18268
