center,left,right,speed,steering,throttle,brake
recovery\IMG\center_2018_04_19_20_37_26_201.jpg,recovery\IMG\left_2018_04_19_20_37_26_201.jpg,recovery\IMG\right_2018_04_19_20_37_26_201.jpg,19.77584,0,1,0
recovery\IMG\center_2018_04_19_20_37_26_281.jpg,recovery\IMG\left_2018_04_19_20_37_26_281.jpg,recovery\IMG\right_2018_04_19_20_37_26_281.jpg,20.58896,0,1,0
recovery\IMG\center_2018_04_19_20_37_26_358.jpg,recovery\IMG\left_2018_04_19_20_37_26_358.jpg,recovery\IMG\right_2018_04_19_20_37_26_358.jpg,21.39414,0,1,0
recovery\IMG\center_2018_04_19_20_37_26_440.jpg,recovery\IMG\left_2018_04_19_20_37_26_440.jpg,recovery\IMG\right_2018_04_19_20_37_26_440.jpg,22.19147,0,1,0
recovery\IMG\center_2018_04_19_20_37_26_515.jpg,recovery\IMG\left_2018_04_19_20_37_26_515.jpg,recovery\IMG\right_2018_04_19_20_37_26_515.jpg,22.78054,0,0.7730061,0
recovery\IMG\center_2018_04_19_20_37_26_596.jpg,recovery\IMG\left_2018_04_19_20_37_26_596.jpg,recovery\IMG\right_2018_04_19_20_37_26_596.jpg,23.13327,0,0.5298149,0
recovery\IMG\center_2018_04_19_20_37_26_674.jpg,recovery\IMG\left_2018_04_19_20_37_26_674.jpg,recovery\IMG\right_2018_04_19_20_37_26_674.jpg,23.26092,0,0.2940379,0
recovery\IMG\center_2018_04_19_20_37_26_754.jpg,recovery\IMG\left_2018_04_19_20_37_26_754.jpg,recovery\IMG\right_2018_04_19_20_37_26_754.jpg,23.15136,0,0.0539078,0
recovery\IMG\center_2018_04_19_20_37_26_835.jpg,recovery\IMG\left_2018_04_19_20_37_26_835.jpg,recovery\IMG\right_2018_04_19_20_37_26_835.jpg,22.97034,0,0,0
recovery\IMG\center_2018_04_19_20_37_26_910.jpg,recovery\IMG\left_2018_04_19_20_37_26_910.jpg,recovery\IMG\right_2018_04_19_20_37_26_910.jpg,22.78373,0,0,0
recovery\IMG\center_2018_04_19_20_37_39_182.jpg,recovery\IMG\left_2018_04_19_20_37_39_182.jpg,recovery\IMG\right_2018_04_19_20_37_39_182.jpg,6.67107,0,0,0
recovery\IMG\center_2018_04_19_20_37_39_266.jpg,recovery\IMG\left_2018_04_19_20_37_39_266.jpg,recovery\IMG\right_2018_04_19_20_37_39_266.jpg,6.615098,0,0,0
recovery\IMG\center_2018_04_19_20_37_39_351.jpg,recovery\IMG\left_2018_04_19_20_37_39_351.jpg,recovery\IMG\right_2018_04_19_20_37_39_351.jpg,6.545768,0,0,0
recovery\IMG\center_2018_04_19_20_37_39_460.jpg,recovery\IMG\left_2018_04_19_20_37_39_460.jpg,recovery\IMG\right_2018_04_19_20_37_39_460.jpg,6.476934,0,0,0
recovery\IMG\center_2018_04_19_20_37_39_526.jpg,recovery\IMG\left_2018_04_19_20_37_39_526.jpg,recovery\IMG\right_2018_04_19_20_37_39_526.jpg,6.435382,0,0,0
recovery\IMG\center_2018_04_19_20_37_39_601.jpg,recovery\IMG\left_2018_04_19_20_37_39_601.jpg,recovery\IMG\right_2018_04_19_20_37_39_601.jpg,6.377902,0,0,0
recovery\IMG\center_2018_04_19_20_37_39_686.jpg,recovery\IMG\left_2018_04_19_20_37_39_686.jpg,recovery\IMG\right_2018_04_19_20_37_39_686.jpg,6.320145,0,0,0
recovery\IMG\center_2018_04_19_20_37_39_788.jpg,recovery\IMG\left_2018_04_19_20_37_39_788.jpg,recovery\IMG\right_2018_04_19_20_37_39_788.jpg,6.5839,-0.25,0.298973,0
recovery\IMG\center_2018_04_19_20_37_39_866.jpg,recovery\IMG\left_2018_04_19_20_37_39_866.jpg,recovery\IMG\right_2018_04_19_20_37_39_866.jpg,7.007692,-0.45,0.54059,0
recovery\IMG\center_2018_04_19_20_37_39_945.jpg,recovery\IMG\left_2018_04_19_20_37_39_945.jpg,recovery\IMG\right_2018_04_19_20_37_39_945.jpg,7.634051,-0.6500001,0.7751534,0
recovery\IMG\center_2018_04_19_20_37_40_028.jpg,recovery\IMG\left_2018_04_19_20_37_40_028.jpg,recovery\IMG\right_2018_04_19_20_37_40_028.jpg,8.442678,-0.8500001,1,0
recovery\IMG\center_2018_04_19_20_37_40_116.jpg,recovery\IMG\left_2018_04_19_20_37_40_116.jpg,recovery\IMG\right_2018_04_19_20_37_40_116.jpg,9.437164,-1,1,0
recovery\IMG\center_2018_04_19_20_37_40_207.jpg,recovery\IMG\left_2018_04_19_20_37_40_207.jpg,recovery\IMG\right_2018_04_19_20_37_40_207.jpg,10.27056,-1,1,0
recovery\IMG\center_2018_04_19_20_37_40_277.jpg,recovery\IMG\left_2018_04_19_20_37_40_277.jpg,recovery\IMG\right_2018_04_19_20_37_40_277.jpg,11.11141,-1,1,0
recovery\IMG\center_2018_04_19_20_37_40_367.jpg,recovery\IMG\left_2018_04_19_20_37_40_367.jpg,recovery\IMG\right_2018_04_19_20_37_40_367.jpg,11.78804,-1,1,0
recovery\IMG\center_2018_04_19_20_37_40_448.jpg,recovery\IMG\left_2018_04_19_20_37_40_448.jpg,recovery\IMG\right_2018_04_19_20_37_40_448.jpg,12.70851,-1,1,0
recovery\IMG\center_2018_04_19_20_37_40_535.jpg,recovery\IMG\left_2018_04_19_20_37_40_535.jpg,recovery\IMG\right_2018_04_19_20_37_40_535.jpg,13.72123,-0.74362,0.74362,0
recovery\IMG\center_2018_04_19_20_37_40_617.jpg,recovery\IMG\left_2018_04_19_20_37_40_617.jpg,recovery\IMG\right_2018_04_19_20_37_40_617.jpg,14.11213,-0.4887205,0.4887205,0
recovery\IMG\center_2018_04_19_20_37_40_704.jpg,recovery\IMG\left_2018_04_19_20_37_40_704.jpg,recovery\IMG\right_2018_04_19_20_37_40_704.jpg,14.77255,-0.2386423,0.7387986,0
recovery\IMG\center_2018_04_19_20_37_40_787.jpg,recovery\IMG\left_2018_04_19_20_37_40_787.jpg,recovery\IMG\right_2018_04_19_20_37_40_787.jpg,15.40081,0,0.9872128,0
recovery\IMG\center_2018_04_19_20_37_40_867.jpg,recovery\IMG\left_2018_04_19_20_37_40_867.jpg,recovery\IMG\right_2018_04_19_20_37_40_867.jpg,16.26678,0,1,0
recovery\IMG\center_2018_04_19_20_37_40_969.jpg,recovery\IMG\left_2018_04_19_20_37_40_969.jpg,recovery\IMG\right_2018_04_19_20_37_40_969.jpg,17.27601,0,1,0
recovery\IMG\center_2018_04_19_20_37_41_038.jpg,recovery\IMG\left_2018_04_19_20_37_41_038.jpg,recovery\IMG\right_2018_04_19_20_37_41_038.jpg,18.11888,0,1,0
recovery\IMG\center_2018_04_19_20_37_41_116.jpg,recovery\IMG\left_2018_04_19_20_37_41_116.jpg,recovery\IMG\right_2018_04_19_20_37_41_116.jpg,18.94962,0,1,0
recovery\IMG\center_2018_04_19_20_37_41_199.jpg,recovery\IMG\left_2018_04_19_20_37_41_199.jpg,recovery\IMG\right_2018_04_19_20_37_41_199.jpg,19.77109,0,1,0
recovery\IMG\center_2018_04_19_20_37_41_278.jpg,recovery\IMG\left_2018_04_19_20_37_41_278.jpg,recovery\IMG\right_2018_04_19_20_37_41_278.jpg,20.58599,0,1,0
recovery\IMG\center_2018_04_19_20_37_41_359.jpg,recovery\IMG\left_2018_04_19_20_37_41_359.jpg,recovery\IMG\right_2018_04_19_20_37_41_359.jpg,21.37091,0.2,1,0
recovery\IMG\center_2018_04_19_20_37_41_470.jpg,recovery\IMG\left_2018_04_19_20_37_41_470.jpg,recovery\IMG\right_2018_04_19_20_37_41_470.jpg,22.24642,0.45,1,0
recovery\IMG\center_2018_04_19_20_37_41_534.jpg,recovery\IMG\left_2018_04_19_20_37_41_534.jpg,recovery\IMG\right_2018_04_19_20_37_41_534.jpg,22.82635,0.3613902,0.7979699,0
recovery\IMG\center_2018_04_19_20_37_41_600.jpg,recovery\IMG\left_2018_04_19_20_37_41_600.jpg,recovery\IMG\right_2018_04_19_20_37_41_600.jpg,23.19241,0.1590253,0.595605,0
recovery\IMG\center_2018_04_19_20_37_41_683.jpg,recovery\IMG\left_2018_04_19_20_37_41_683.jpg,recovery\IMG\right_2018_04_19_20_37_41_683.jpg,23.33851,0,0.3506356,0
recovery\IMG\center_2018_04_19_20_37_41_766.jpg,recovery\IMG\left_2018_04_19_20_37_41_766.jpg,recovery\IMG\right_2018_04_19_20_37_41_766.jpg,23.26799,0,0.09847005,0
recovery\IMG\center_2018_04_19_20_37_41_848.jpg,recovery\IMG\left_2018_04_19_20_37_41_848.jpg,recovery\IMG\right_2018_04_19_20_37_41_848.jpg,23.09394,0,0,0
recovery\IMG\center_2018_04_19_20_37_41_932.jpg,recovery\IMG\left_2018_04_19_20_37_41_932.jpg,recovery\IMG\right_2018_04_19_20_37_41_932.jpg,22.87963,0,0,0
recovery\IMG\center_2018_04_19_20_37_42_018.jpg,recovery\IMG\left_2018_04_19_20_37_42_018.jpg,recovery\IMG\right_2018_04_19_20_37_42_018.jpg,22.67746,0.2,0,0
recovery\IMG\center_2018_04_19_20_37_42_102.jpg,recovery\IMG\left_2018_04_19_20_37_42_102.jpg,recovery\IMG\right_2018_04_19_20_37_42_102.jpg,22.49257,0.006851024,0,0
recovery\IMG\center_2018_04_19_20_37_42_189.jpg,recovery\IMG\left_2018_04_19_20_37_42_189.jpg,recovery\IMG\right_2018_04_19_20_37_42_189.jpg,22.26264,0,0,0
recovery\IMG\center_2018_04_19_20_37_42_274.jpg,recovery\IMG\left_2018_04_19_20_37_42_274.jpg,recovery\IMG\right_2018_04_19_20_37_42_274.jpg,22.08406,0,0,0
recovery\IMG\center_2018_04_19_20_37_42_359.jpg,recovery\IMG\left_2018_04_19_20_37_42_359.jpg,recovery\IMG\right_2018_04_19_20_37_42_359.jpg,21.90675,0,0,0
recovery\IMG\center_2018_04_19_20_37_42_445.jpg,recovery\IMG\left_2018_04_19_20_37_42_445.jpg,recovery\IMG\right_2018_04_19_20_37_42_445.jpg,21.73078,0,0,0
recovery\IMG\center_2018_04_19_20_37_42_531.jpg,recovery\IMG\left_2018_04_19_20_37_42_531.jpg,recovery\IMG\right_2018_04_19_20_37_42_531.jpg,21.51314,0,0,0
recovery\IMG\center_2018_04_19_20_37_42_628.jpg,recovery\IMG\left_2018_04_19_20_37_42_628.jpg,recovery\IMG\right_2018_04_19_20_37_42_628.jpg,21.34014,0,0,0
recovery\IMG\center_2018_04_19_20_37_42_713.jpg,recovery\IMG\left_2018_04_19_20_37_42_713.jpg,recovery\IMG\right_2018_04_19_20_37_42_713.jpg,21.12545,0,0,0
recovery\IMG\center_2018_04_19_20_37_42_788.jpg,recovery\IMG\left_2018_04_19_20_37_42_788.jpg,recovery\IMG\right_2018_04_19_20_37_42_788.jpg,20.99812,0,0,0
recovery\IMG\center_2018_04_19_20_37_42_891.jpg,recovery\IMG\left_2018_04_19_20_37_42_891.jpg,recovery\IMG\right_2018_04_19_20_37_42_891.jpg,20.78695,0,0,0
recovery\IMG\center_2018_04_19_20_37_43_037.jpg,recovery\IMG\left_2018_04_19_20_37_43_037.jpg,recovery\IMG\right_2018_04_19_20_37_43_037.jpg,20.45365,0,0,0
recovery\IMG\center_2018_04_19_20_37_43_122.jpg,recovery\IMG\left_2018_04_19_20_37_43_122.jpg,recovery\IMG\right_2018_04_19_20_37_43_122.jpg,20.28894,0,0,0
recovery\IMG\center_2018_04_19_20_37_43_224.jpg,recovery\IMG\left_2018_04_19_20_37_43_224.jpg,recovery\IMG\right_2018_04_19_20_37_43_224.jpg,20.08527,0,0,0
recovery\IMG\center_2018_04_19_20_37_43_299.jpg,recovery\IMG\left_2018_04_19_20_37_43_299.jpg,recovery\IMG\right_2018_04_19_20_37_43_299.jpg,19.9236,0,0,0
recovery\IMG\center_2018_04_19_20_37_43_369.jpg,recovery\IMG\left_2018_04_19_20_37_43_369.jpg,recovery\IMG\right_2018_04_19_20_37_43_369.jpg,19.76321,0,0,0
recovery\IMG\center_2018_04_19_20_37_43_450.jpg,recovery\IMG\left_2018_04_19_20_37_43_450.jpg,recovery\IMG\right_2018_04_19_20_37_43_450.jpg,19.60418,0,0,0
recovery\IMG\center_2018_04_19_20_37_43_558.jpg,recovery\IMG\left_2018_04_19_20_37_43_558.jpg,recovery\IMG\right_2018_04_19_20_37_43_558.jpg,19.40625,0,0,0
recovery\IMG\center_2018_04_19_20_37_43_624.jpg,recovery\IMG\left_2018_04_19_20_37_43_624.jpg,recovery\IMG\right_2018_04_19_20_37_43_624.jpg,19.29139,0,0,0
recovery\IMG\center_2018_04_19_20_37_43_706.jpg,recovery\IMG\left_2018_04_19_20_37_43_706.jpg,recovery\IMG\right_2018_04_19_20_37_43_706.jpg,19.1375,0,0,0
recovery\IMG\center_2018_04_19_20_38_00_913.jpg,recovery\IMG\left_2018_04_19_20_38_00_913.jpg,recovery\IMG\right_2018_04_19_20_38_00_913.jpg,7.850632,0,0,0
recovery\IMG\center_2018_04_19_20_38_00_990.jpg,recovery\IMG\left_2018_04_19_20_38_00_990.jpg,recovery\IMG\right_2018_04_19_20_38_00_990.jpg,7.752208,0,0,0
recovery\IMG\center_2018_04_19_20_38_01_069.jpg,recovery\IMG\left_2018_04_19_20_38_01_069.jpg,recovery\IMG\right_2018_04_19_20_38_01_069.jpg,7.65482,0,0,0
recovery\IMG\center_2018_04_19_20_38_01_146.jpg,recovery\IMG\left_2018_04_19_20_38_01_146.jpg,recovery\IMG\right_2018_04_19_20_38_01_146.jpg,7.558511,0,0,0
recovery\IMG\center_2018_04_19_20_38_01_225.jpg,recovery\IMG\left_2018_04_19_20_38_01_225.jpg,recovery\IMG\right_2018_04_19_20_38_01_225.jpg,7.463187,0,0,0
recovery\IMG\center_2018_04_19_20_38_01_304.jpg,recovery\IMG\left_2018_04_19_20_38_01_304.jpg,recovery\IMG\right_2018_04_19_20_38_01_304.jpg,7.368551,0,0,0
recovery\IMG\center_2018_04_19_20_38_01_383.jpg,recovery\IMG\left_2018_04_19_20_38_01_383.jpg,recovery\IMG\right_2018_04_19_20_38_01_383.jpg,7.275418,0,0,0
recovery\IMG\center_2018_04_19_20_38_01_466.jpg,recovery\IMG\left_2018_04_19_20_38_01_466.jpg,recovery\IMG\right_2018_04_19_20_38_01_466.jpg,7.391253,0,0.2392705,0
recovery\IMG\center_2018_04_19_20_38_01_553.jpg,recovery\IMG\left_2018_04_19_20_38_01_553.jpg,recovery\IMG\right_2018_04_19_20_38_01_553.jpg,7.778716,0.2,0.5075679,0
recovery\IMG\center_2018_04_19_20_38_01_620.jpg,recovery\IMG\left_2018_04_19_20_38_01_620.jpg,recovery\IMG\right_2018_04_19_20_38_01_620.jpg,8.231868,0.35,0.7116623,0
recovery\IMG\center_2018_04_19_20_38_01_698.jpg,recovery\IMG\left_2018_04_19_20_38_01_698.jpg,recovery\IMG\right_2018_04_19_20_38_01_698.jpg,9.028906,0.5500001,0.9396466,0
recovery\IMG\center_2018_04_19_20_38_01_792.jpg,recovery\IMG\left_2018_04_19_20_38_01_792.jpg,recovery\IMG\right_2018_04_19_20_38_01_792.jpg,10.09207,0.8000001,1,0
recovery\IMG\center_2018_04_19_20_38_01_939.jpg,recovery\IMG\left_2018_04_19_20_38_01_939.jpg,recovery\IMG\right_2018_04_19_20_38_01_939.jpg,11.55585,1,1,0
recovery\IMG\center_2018_04_19_20_38_02_020.jpg,recovery\IMG\left_2018_04_19_20_38_02_020.jpg,recovery\IMG\right_2018_04_19_20_38_02_020.jpg,12.0029,0.7586986,0.7586986,0
recovery\IMG\center_2018_04_19_20_38_02_102.jpg,recovery\IMG\left_2018_04_19_20_38_02_102.jpg,recovery\IMG\right_2018_04_19_20_38_02_102.jpg,12.79816,0.5318022,0.5318022,0
recovery\IMG\center_2018_04_19_20_38_02_191.jpg,recovery\IMG\left_2018_04_19_20_38_02_191.jpg,recovery\IMG\right_2018_04_19_20_38_02_191.jpg,12.95186,0.2583382,0.2583382,0
recovery\IMG\center_2018_04_19_20_38_02_274.jpg,recovery\IMG\left_2018_04_19_20_38_02_274.jpg,recovery\IMG\right_2018_04_19_20_38_02_274.jpg,12.84189,0.00092157,0.00092157,0
recovery\IMG\center_2018_04_19_20_38_02_347.jpg,recovery\IMG\left_2018_04_19_20_38_02_347.jpg,recovery\IMG\right_2018_04_19_20_38_02_347.jpg,12.64925,0,0,0
recovery\IMG\center_2018_04_19_20_38_02_432.jpg,recovery\IMG\left_2018_04_19_20_38_02_432.jpg,recovery\IMG\right_2018_04_19_20_38_02_432.jpg,12.76333,0,0.2566225,0
recovery\IMG\center_2018_04_19_20_38_02_517.jpg,recovery\IMG\left_2018_04_19_20_38_02_517.jpg,recovery\IMG\right_2018_04_19_20_38_02_517.jpg,13.14513,0,0.5101596,0
recovery\IMG\center_2018_04_19_20_38_02_629.jpg,recovery\IMG\left_2018_04_19_20_38_02_629.jpg,recovery\IMG\right_2018_04_19_20_38_02_629.jpg,14.10919,0,0.8195027,0
recovery\IMG\center_2018_04_19_20_38_02_689.jpg,recovery\IMG\left_2018_04_19_20_38_02_689.jpg,recovery\IMG\right_2018_04_19_20_38_02_689.jpg,14.82718,0,1,0
recovery\IMG\center_2018_04_19_20_38_02_781.jpg,recovery\IMG\left_2018_04_19_20_38_02_781.jpg,recovery\IMG\right_2018_04_19_20_38_02_781.jpg,15.69513,0,1,0
recovery\IMG\center_2018_04_19_20_38_02_865.jpg,recovery\IMG\left_2018_04_19_20_38_02_865.jpg,recovery\IMG\right_2018_04_19_20_38_02_865.jpg,16.90179,0,1,0
recovery\IMG\center_2018_04_19_20_38_02_949.jpg,recovery\IMG\left_2018_04_19_20_38_02_949.jpg,recovery\IMG\right_2018_04_19_20_38_02_949.jpg,17.74758,0,1,0
recovery\IMG\center_2018_04_19_20_38_03_039.jpg,recovery\IMG\left_2018_04_19_20_38_03_039.jpg,recovery\IMG\right_2018_04_19_20_38_03_039.jpg,18.57537,0,1,0
recovery\IMG\center_2018_04_19_20_38_03_127.jpg,recovery\IMG\left_2018_04_19_20_38_03_127.jpg,recovery\IMG\right_2018_04_19_20_38_03_127.jpg,19.4606,0,1,0
recovery\IMG\center_2018_04_19_20_38_03_211.jpg,recovery\IMG\left_2018_04_19_20_38_03_211.jpg,recovery\IMG\right_2018_04_19_20_38_03_211.jpg,20.28937,0,1,0
recovery\IMG\center_2018_04_19_20_38_03_298.jpg,recovery\IMG\left_2018_04_19_20_38_03_298.jpg,recovery\IMG\right_2018_04_19_20_38_03_298.jpg,21.11148,0,1,0
recovery\IMG\center_2018_04_19_20_38_03_384.jpg,recovery\IMG\left_2018_04_19_20_38_03_384.jpg,recovery\IMG\right_2018_04_19_20_38_03_384.jpg,22.13823,-0.25,1,0
recovery\IMG\center_2018_04_19_20_38_03_471.jpg,recovery\IMG\left_2018_04_19_20_38_03_471.jpg,recovery\IMG\right_2018_04_19_20_38_03_471.jpg,22.6886,0,0.7382135,0
recovery\IMG\center_2018_04_19_20_38_03_572.jpg,recovery\IMG\left_2018_04_19_20_38_03_572.jpg,recovery\IMG\right_2018_04_19_20_38_03_572.jpg,23.05441,0,0.4400591,0
recovery\IMG\center_2018_04_19_20_38_03_659.jpg,recovery\IMG\left_2018_04_19_20_38_03_659.jpg,recovery\IMG\right_2018_04_19_20_38_03_659.jpg,23.05766,0,0.1763546,0
recovery\IMG\center_2018_04_19_20_38_03_744.jpg,recovery\IMG\left_2018_04_19_20_38_03_744.jpg,recovery\IMG\right_2018_04_19_20_38_03_744.jpg,22.86842,0,0,0
recovery\IMG\center_2018_04_19_20_38_03_834.jpg,recovery\IMG\left_2018_04_19_20_38_03_834.jpg,recovery\IMG\right_2018_04_19_20_38_03_834.jpg,22.68189,0,0,0
recovery\IMG\center_2018_04_19_20_38_03_914.jpg,recovery\IMG\left_2018_04_19_20_38_03_914.jpg,recovery\IMG\right_2018_04_19_20_38_03_914.jpg,22.49831,0,0,0
recovery\IMG\center_2018_04_19_20_38_04_004.jpg,recovery\IMG\left_2018_04_19_20_38_04_004.jpg,recovery\IMG\right_2018_04_19_20_38_04_004.jpg,22.23451,-0.25,0,0
recovery\IMG\center_2018_04_19_20_38_04_107.jpg,recovery\IMG\left_2018_04_19_20_38_04_107.jpg,recovery\IMG\right_2018_04_19_20_38_04_107.jpg,22.0116,0,0,0
recovery\IMG\center_2018_04_19_20_38_04_183.jpg,recovery\IMG\left_2018_04_19_20_38_04_183.jpg,recovery\IMG\right_2018_04_19_20_38_04_183.jpg,21.87652,0,0,0
recovery\IMG\center_2018_04_19_20_38_04_267.jpg,recovery\IMG\left_2018_04_19_20_38_04_267.jpg,recovery\IMG\right_2018_04_19_20_38_04_267.jpg,21.63259,-0.25,0,0
recovery\IMG\center_2018_04_19_20_38_04_379.jpg,recovery\IMG\left_2018_04_19_20_38_04_379.jpg,recovery\IMG\right_2018_04_19_20_38_04_379.jpg,21.40936,0,0,0
recovery\IMG\center_2018_04_19_20_38_04_456.jpg,recovery\IMG\left_2018_04_19_20_38_04_456.jpg,recovery\IMG\right_2018_04_19_20_38_04_456.jpg,21.23685,0,0,0
recovery\IMG\center_2018_04_19_20_38_04_537.jpg,recovery\IMG\left_2018_04_19_20_38_04_537.jpg,recovery\IMG\right_2018_04_19_20_38_04_537.jpg,21.06607,0,0,0
recovery\IMG\center_2018_04_19_20_38_04_623.jpg,recovery\IMG\left_2018_04_19_20_38_04_623.jpg,recovery\IMG\right_2018_04_19_20_38_04_623.jpg,20.85611,0,0,0
recovery\IMG\center_2018_04_19_20_38_04_713.jpg,recovery\IMG\left_2018_04_19_20_38_04_713.jpg,recovery\IMG\right_2018_04_19_20_38_04_713.jpg,20.68847,0,0,0
recovery\IMG\center_2018_04_19_20_38_04_803.jpg,recovery\IMG\left_2018_04_19_20_38_04_803.jpg,recovery\IMG\right_2018_04_19_20_38_04_803.jpg,20.47902,0,0,0
recovery\IMG\center_2018_04_19_20_38_04_894.jpg,recovery\IMG\left_2018_04_19_20_38_04_894.jpg,recovery\IMG\right_2018_04_19_20_38_04_894.jpg,20.29646,-0.2,0,0
recovery\IMG\center_2018_04_19_20_38_04_986.jpg,recovery\IMG\left_2018_04_19_20_38_04_986.jpg,recovery\IMG\right_2018_04_19_20_38_04_986.jpg,19.99537,-0.45,0,0
recovery\IMG\center_2018_04_19_20_38_05_078.jpg,recovery\IMG\left_2018_04_19_20_38_05_078.jpg,recovery\IMG\right_2018_04_19_20_38_05_078.jpg,19.68842,-0.6500001,0,0
recovery\IMG\center_2018_04_19_20_38_05_172.jpg,recovery\IMG\left_2018_04_19_20_38_05_172.jpg,recovery\IMG\right_2018_04_19_20_38_05_172.jpg,19.22377,-0.9000002,0,0
recovery\IMG\center_2018_04_19_20_38_05_264.jpg,recovery\IMG\left_2018_04_19_20_38_05_264.jpg,recovery\IMG\right_2018_04_19_20_38_05_264.jpg,18.99288,-0.7212721,0,0
recovery\IMG\center_2018_04_19_20_38_05_357.jpg,recovery\IMG\left_2018_04_19_20_38_05_357.jpg,recovery\IMG\right_2018_04_19_20_38_05_357.jpg,18.87965,-0.4430933,0,0
recovery\IMG\center_2018_04_19_20_38_05_449.jpg,recovery\IMG\left_2018_04_19_20_38_05_449.jpg,recovery\IMG\right_2018_04_19_20_38_05_449.jpg,18.6908,-0.1670314,0,0
recovery\IMG\center_2018_04_19_20_38_05_538.jpg,recovery\IMG\left_2018_04_19_20_38_05_538.jpg,recovery\IMG\right_2018_04_19_20_38_05_538.jpg,18.52946,0,0,0
recovery\IMG\center_2018_04_19_20_38_05_629.jpg,recovery\IMG\left_2018_04_19_20_38_05_629.jpg,recovery\IMG\right_2018_04_19_20_38_05_629.jpg,18.21509,0,0,0
recovery\IMG\center_2018_04_19_20_38_05_716.jpg,recovery\IMG\left_2018_04_19_20_38_05_716.jpg,recovery\IMG\right_2018_04_19_20_38_05_716.jpg,18.04128,0,0,0
recovery\IMG\center_2018_04_19_20_38_05_805.jpg,recovery\IMG\left_2018_04_19_20_38_05_805.jpg,recovery\IMG\right_2018_04_19_20_38_05_805.jpg,18.16363,0,0,0
recovery\IMG\center_2018_04_19_20_38_05_892.jpg,recovery\IMG\left_2018_04_19_20_38_05_892.jpg,recovery\IMG\right_2018_04_19_20_38_05_892.jpg,18.24588,0,0.2617813,0
recovery\IMG\center_2018_04_19_20_38_05_979.jpg,recovery\IMG\left_2018_04_19_20_38_05_979.jpg,recovery\IMG\right_2018_04_19_20_38_05_979.jpg,18.52167,0,0.5203244,0
recovery\IMG\center_2018_04_19_20_38_06_067.jpg,recovery\IMG\left_2018_04_19_20_38_06_067.jpg,recovery\IMG\right_2018_04_19_20_38_06_067.jpg,19.01287,0,0.7840956,0
recovery\IMG\center_2018_04_19_20_38_06_154.jpg,recovery\IMG\left_2018_04_19_20_38_06_154.jpg,recovery\IMG\right_2018_04_19_20_38_06_154.jpg,19.34449,0.2,0.5209082,0
recovery\IMG\center_2018_04_19_20_38_06_241.jpg,recovery\IMG\left_2018_04_19_20_38_06_241.jpg,recovery\IMG\right_2018_04_19_20_38_06_241.jpg,19.90575,0.4,0.7800363,0
recovery\IMG\center_2018_04_19_20_38_06_329.jpg,recovery\IMG\left_2018_04_19_20_38_06_329.jpg,recovery\IMG\right_2018_04_19_20_38_06_329.jpg,20.53869,0.2572383,0.5149591,0
recovery\IMG\center_2018_04_19_20_38_06_436.jpg,recovery\IMG\left_2018_04_19_20_38_06_436.jpg,recovery\IMG\right_2018_04_19_20_38_06_436.jpg,20.3546,0,0.2032476,0
recovery\IMG\center_2018_04_19_20_38_06_510.jpg,recovery\IMG\left_2018_04_19_20_38_06_510.jpg,recovery\IMG\right_2018_04_19_20_38_06_510.jpg,20.16962,0,0,0
recovery\IMG\center_2018_04_19_20_38_06_623.jpg,recovery\IMG\left_2018_04_19_20_38_06_623.jpg,recovery\IMG\right_2018_04_19_20_38_06_623.jpg,20.30189,0,0,0
recovery\IMG\center_2018_04_19_20_38_06_714.jpg,recovery\IMG\left_2018_04_19_20_38_06_714.jpg,recovery\IMG\right_2018_04_19_20_38_06_714.jpg,19.74853,0,0,0
recovery\IMG\center_2018_04_19_20_38_06_784.jpg,recovery\IMG\left_2018_04_19_20_38_06_784.jpg,recovery\IMG\right_2018_04_19_20_38_06_784.jpg,19.58056,0,0,0
recovery\IMG\center_2018_04_19_20_38_06_862.jpg,recovery\IMG\left_2018_04_19_20_38_06_862.jpg,recovery\IMG\right_2018_04_19_20_38_06_862.jpg,19.83123,0,0,0
recovery\IMG\center_2018_04_19_20_38_06_959.jpg,recovery\IMG\left_2018_04_19_20_38_06_959.jpg,recovery\IMG\right_2018_04_19_20_38_06_959.jpg,19.23963,0,0,0
recovery\IMG\center_2018_04_19_20_38_07_067.jpg,recovery\IMG\left_2018_04_19_20_38_07_067.jpg,recovery\IMG\right_2018_04_19_20_38_07_067.jpg,18.9845,0,0,0
recovery\IMG\center_2018_04_19_20_38_07_139.jpg,recovery\IMG\left_2018_04_19_20_38_07_139.jpg,recovery\IMG\right_2018_04_19_20_38_07_139.jpg,19.30864,0,0,0
recovery\IMG\center_2018_04_19_20_38_07_233.jpg,recovery\IMG\left_2018_04_19_20_38_07_233.jpg,recovery\IMG\right_2018_04_19_20_38_07_233.jpg,18.97828,0.25,0.2787818,0
recovery\IMG\center_2018_04_19_20_38_07_336.jpg,recovery\IMG\left_2018_04_19_20_38_07_336.jpg,recovery\IMG\right_2018_04_19_20_38_07_336.jpg,19.77747,0,0.5809044,0
recovery\IMG\center_2018_04_19_20_38_07_416.jpg,recovery\IMG\left_2018_04_19_20_38_07_416.jpg,recovery\IMG\right_2018_04_19_20_38_07_416.jpg,19.97803,0,0.3332434,0
